tweet,date,retweet,like,year_month,year,sentiment,new_tweet_text,period,month_year
sometimes i feel like just writing out all my frustrations and feelings here but then i get scared because i m an indie game dev from malaysia  a woman  and a muslim   with a minuscule following and it doesn t take much for someone much bigger to crush me and my team  ugh ,2021-06-17,0,4,2021-06,2021,0,sometimes I feel like write I get I game dev woman minuscule follow take much someone much big crush I team ugh,during,2021-06
the flight incident that happened in indonesia is a bad news for all  nobody want this to happen after what had happened to malaysia s mh370 and mh17 but again  rest in peace to victims and my sincere condolences goes to all the affected family and friend   sriwijayaair,2021-10-01,4,4,2021-01,2021,1,flight incident bad news nobody want happen rest peace sincere go affected family friend,during,2021-10
the good news  yesterday saw the fewest us covid deaths reported since november 29  the bad news  it was still more deaths  994  than  say  malaysia  or australia  or finland had in the entire pandemic ,2021-02-17,1,4,2021-02,2021,0,good news yesterday see covid since bad news still say finland entire pandemic,during,2021-02
this man i used to work for posts throwback pictures on his whatsapp story in a different city every single day  2 days ago it was paris  yesterday it was cape town and today it’s him in langkawi malaysia  the way he’s flexing on the amos   i wanna be him so bad,2021-01-22,0,4,2021-01,2021,0,man I use work throwback story different city every single day day ago yesterday cape town today way I bad,during,2021-01
very bad floods in germany  china and india lately  ‘mini’ hurricane at regional area  199 covid 19 deaths in malaysia  the highest so far  even mother nature is crying ,2021-07-21,1,4,2021-07,2021,0,bad china lately hurricane regional area covid high far even mother nature cry,during,2021-07
wts  bts butter album loose 4 cut photostrip   outbox   cd   photobook   lyrics card   poster   rm70 full album   rm70 only pay for local postage    dm me help  rt thanks   btsmarketmy  pasarbts  malaysia  sell,2021-06-29,4,4,2021-06,2021,1,butter album loose cut outbox card poster full album pay local postage I help thank sell,during,2021-06
when i was in quarantine  this mfing ghost kept haunting me  i was so sick and tired of it cause i was actually having a relaxing time during that two weeks  all i can say is that setan kat malaysia and korea sama je  but here macam passive sikit ,2021-01-11,2,4,2021-11,2021,0,I quarantine ghost keep I I sick tired cause I actually time two I say kat passive,during,2021-01
yes  people do have their own opinion to whom they want to support  and to me  the 8th prime minister is a failure  not only he failed to bring out malaysia from the pandemic  his decisions has made others to suffer  economic  outside investor  rakyat basic needs  all gone   ,2021-08-16,2,4,2021-08,2021,0,yes people opinion want support I prime minister failure bring pandemic make suffer economic outside investor basic need go,during,2021-08
i hate malaysia for having a bad government like  the worst in world,2021-01-04,1,4,2021-04,2021,0,I hate bad government like bad world,during,2021-01
i wanna get a corset so bad but ill probably just get sexualised coz im in malaysia even tho i just like how it looks  3,2021-01-01,0,4,2021-01,2021,0,I get corset bad ill probably get coz even tho I like,during,2021-01
i want to see golcha irl so bad… can they come to malaysia when covid is over like im banging my head against a wall so hard i need it,2021-09-27,0,4,2021-09,2021,0,I want see bad come covid like bang head wall hard I need,during,2021-09
im so tired of malaysia,2021-08-07,5,4,2021-07,2021,0,tired,during,2021-08
lets pindah to other country shall we  i m tired of malaysia,2021-04-30,4,4,2021-04,2021,0,country shall I tired,during,2021-04
malaysia is a mess  an educator said very messed up things in a tuition session  the police said they didn t  brutally murder ganapathy in custody as there s no proof  what will this country become  we failed bad   makeschoolasaferplace  justiceforganapathy,2021-01-05,1,4,2021-05,2021,0,mess educator say tuition session police say brutally murder custody proof country become bad,during,2021-01
really hope malaysia will get 70  vaccination rate before next year  im really tired with this shit,2021-09-23,0,4,2021-09,2021,1,really hope get vaccination rate next year really tired,during,2021-09
wait i was just thinking   people with strongest mental in malaysia would be the ministers and politicians right  no matter what you say and throw at them  no matter how bad and horrid they perform  they would not step back and keep moving forward wow i need to learn from them,2021-11-02,0,4,2021-02,2021,0,wait I think people mental would right matter say throw matter bad horrid perform would step back keep move forward wow I need learn,during,2021-11
 p1harmony trending no 12 and  break out  trending no 16 in malaysia are you scared  disharmony  break out  p1harmony  피원하모니  scared  p1h official  p1h members,2021-04-20,2,3,2021-04,2021,1,break disharmony break official,during,2021-04
 tajuddinletakjawatan when  he’s a failure  racist  sexist  misogynist  xenophobic person  he should quit  he brings nothing to malaysia  for prasarana  and malaysian politic ,2021-05-26,2,3,2021-05,2021,0,failure racist misogynist person quit nothing politic,during,2021-05
 ubercup2020 whatever the outcome  my sincere congratulations to our young brave uber team    todays failure is just temporary  todays mission may have end up in failures but neverever lose ur vision   malaysia is with u all  ,2021-10-10,1,3,2021-10,2021,1,whatever outcome sincere young brave team failure temporary mission may end lose ur vision u,during,2021-10
4th wave of covid cases in malaysia is started showing in the chart graph  no  4 is bad  should rename it as 3a  ,2021-04-18,2,3,2021-04,2021,0,wave covid show chart graph bad rename,during,2021-04
as much as the gov is a failure in handling covid 19 in malaysia with its flip flop sops and regulations we must admit that part of it is our fault too we  the rakyat had been loose in adhering to social distancing and avoiding crowds let’s not be india italy guys  kitajagakita,2021-08-05,5,3,2021-05,2021,0,much failure handle covid flip flop must admit part fault loose social let,during,2021-08
befrienders   603    76272929   603    79568145 lifeline assosiation malaysia   603    4265 7995 malaysian mental health association   603    7782 5499 check up on your family  friends   neighbours  if youre feeling helpless  amp  hopeless  reach out ,2021-05-07,4,3,2021-07,2021,0,lifeline mental health association check family feel helpless hopeless reach,during,2021-05
friends in malaysia are saying that as bad as the government is  the opposition isn t much better and is willing to deal with the devil to get what it wants  the people ultimately lose whatever happens   malaysia  tuesdayvibe  got,2021-09-02,1,3,2021-02,2021,0,say bad government opposition much well willing deal devil get people ultimately lose whatever get,during,2021-09
government malaysia is a total failure shame on you government   ,2021-12-20,2,3,2021-12,2021,0,government total failure shame government,during,2021-12
how do you measure failure in handbags   rosmah  1mdb  malaysia,2021-02-18,1,3,2021-02,2021,0,measure failure,during,2021-02
i don t know why i think i want go back to malaysia so bad i felt like i have so many friends even not irl before this i don t really like my own country bcs i don t have any friends but now i love how some mytiny interect with me and i felt like i have friends   ,2021-09-13,0,3,2021-09,2021,1,I know I think I want go back bad I feel like I many even I really like country I I love I I feel like I,during,2021-09
i feel bad for my physics lecturer  man turned to the lab and nobody showed up  if only i was in malaysia ,2021-10-19,0,3,2021-10,2021,0,I feel bad physics lecturer man turn lab nobody I,during,2021-10
